description,code,style,topic,keywords
"создай программу которая вычисляет корни квадратного уравнения без using namespace std","#include <iostream>\n#include <cmath>\n#include <complex>\n\nint main() {\n    double a, b, c;\n    std::cout << \"Введите коэффициенты a, b, c: \";\n    std::cin >> a >> b >> c;\n    \n    double discriminant = b*b - 4*a*c;\n    \n    if (discriminant > 0) {\n        double x1 = (-b + std::sqrt(discriminant)) / (2*a);\n        double x2 = (-b - std::sqrt(discriminant)) / (2*a);\n        std::cout << \"Два действительных корня: \" << x1 << \", \" << x2 << std::endl;\n    } else if (discriminant == 0) {\n        double x = -b / (2*a);\n        std::cout << \"Один корень: \" << x << std::endl;\n    } else {\n        std::complex<double> x1(-b/(2*a), std::sqrt(-discriminant)/(2*a));\n        std::complex<double> x2(-b/(2*a), -std::sqrt(-discriminant)/(2*a));\n        std::cout << \"Два комплексных корня: \" << x1 << \", \" << x2 << std::endl;\n    }\n    return 0;\n}","std","arithmetic","std::cin,std::complex,std::cout,double,if,std::sqrt"
#
"создай программу которая выводит остаток от деления двух вводимых чисел","#include <iostream>\nusing namespace std;\n\nint main() {\n    int a, b;\n    cout << \"Введите два числа: \";\n    cin >> a >> b;\n    cout << \"Остаток: \" << a % b << endl;\n    return 0;\n}","using_namespace_std","arithmetic","cin,cout,int"
"создай программу которая выводит остаток от деления двух вводимых чисел без using namespace std","#include <iostream>\n\nint main() {\n    int a, b;\n    std::cout << \"Введите два числа: \";\n    std::cin >> a >> b;\n    std::cout << \"Остаток: \" << a % b << std::endl;\n    return 0;\n}","std","arithmetic","std::cin,std::cout,int"
#
"напиши программу которая вычисляет определитель вводимой матрицы 2x2","#include <iostream>\nusing namespace std;\n\nint main() {\n    double a, b, c, d;\n    cout << \"Введите элементы матрицы a b c d: \";\n    cin >> a >> b >> c >> d;\n    double det = a*d - b*c;\n    cout << \"Определитель: \" << det << endl;\n    return 0;\n}","using_namespace_std","arithmetic","cin,cout,double,multiplication"
"напиши программу которая вычисляет определитель вводимой матрицы 2x2 без using namespace std","#include <iostream>\n\nint main() {\n    double a, b, c, d;\n    std::cout << \"Введите элементы матрицы a b c d: \";\n    std::cin >> a >> b >> c >> d;\n    double det = a*d - b*c;\n    std::cout << \"Определитель: \" << det << std::endl;\n    return 0;\n}","std","arithmetic","std::cin,std::cout,double,multiplication"
#
"создай программу которая вычисляет косинус вводимого угла","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nint main() {\n    double angle;\n    cout << \"Введите угол в радианах: \";\n    cin >> angle;\n    cout << \"cos(\" << angle << \") = \" << cos(angle) << endl;\n    return 0;\n}","using_namespace_std","arithmetic","cin,cout,cos,double"
"создай программу которая вычисляет косинус вводимого угла без using namespace std","#include <iostream>\n#include <cmath>\n\nint main() {\n    double angle;\n    std::cout << \"Введите угол в радианах: \";\n    std::cin >> angle;\n    std::cout << \"cos(\" << angle << \") = \" << std::cos(angle) << std::endl;\n    return 0;\n}","std","arithmetic","std::cin,std::cout,std::cos,double"
#
"напиши программу которая вычисляет натуральный логарифм вводимого числа","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nint main() {\n    double num;\n    cout << \"Введите число: \";\n    cin >> num;\n    cout << \"ln(\" << num << \") = \" << log(num) << endl;\n    return 0;\n}","using_namespace_std","arithmetic","cin,cout,doubl,log"
"напиши программу которая вычисляет натуральный логарифм вводимого числа без using namespace std","#include <iostream>\n#include <cmath>\n\nint main() {\n    double num;\n    std::cout << \"Введите число: \";\n    std::cin >> num;\n    std::cout << \"ln(\" << num << \") = \" << std::log(num) << std::endl;\n    return 0;\n}","std","arithmetic","std::cin,std::cout,double,std::log"
#
"создай программу которая возводит в степень вводимое число","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nint main() {\n    double base, exponent;\n    cout << \"Введите основание и степень: \";\n    cin >> base >> exponent;\n    cout << base << \"^\" << exponent << \" = \" << pow(base, exponent) << endl;\n    return 0;\n}","using_namespace_std","arithmetic","cin,cout,double,pow"
"создай программу которая возводит в степень вводимое число без using namespace std","#include <iostream>\n#include <cmath>\n\nint main() {\n    double base, exponent;\n    std::cout << \"Введите основание и степень: \";\n    std::cin >> base >> exponent;\n    std::cout << base << \"^\" << exponent << \" = \" << std::pow(base, exponent) << std::endl;\n    return 0;\n}","std","arithmetic","std::cin,std::cout,double,std::pow"
